[Thu, Sep 27 2001 - 16:00:18] ---------- UrlScan.dll Initializing ----------
[Thu, Sep 27 2001 - 16:00:18] URLs will be normalized before analysis.
[Thu, Sep 27 2001 - 16:00:18] URL normalization will be verified.
[Thu, Sep 27 2001 - 16:00:18] URLs may contain OEM, international and UTF-8 characters.
[Thu, Sep 27 2001 - 16:00:18] URLs must not contain any dot except for the file extension.
[Thu, Sep 27 2001 - 16:00:18] Only the following verbs will be allowed (case sensitive):
[Thu, Sep 27 2001 - 16:00:18] 	'GET'
[Mon, Oct 01 2001 - 18:04:04] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:04:04] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:04:04] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:04:05] Client at 65.65.94.53: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:04:05] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:04:05] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:04:05] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:04:05] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:04:05] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:04:05] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:04:05] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:09:44] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 18:09:45] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 18:09:47] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:09:48] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:09:50] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:09:52] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:09:53] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:09:55] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:09:57] Client at 65.65.94.53: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:09:59] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:10:01] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:10:02] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:10:04] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:10:06] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:10:07] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:10:09] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:11:46] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 18:11:46] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 18:11:46] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:11:47] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:11:47] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:11:47] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:11:47] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:11:47] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:11:47] Client at 65.65.237.53: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:11:47] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:11:47] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:11:47] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:11:48] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:11:48] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:11:48] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:11:48] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:20:37] Client at 65.65.28.147: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 18:20:46] Client at 65.65.28.147: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 18:20:54] Client at 65.65.28.147: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:21:03] Client at 65.65.28.147: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:21:12] Client at 65.65.28.147: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:21:21] Client at 65.65.28.147: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:21:31] Client at 65.65.28.147: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:26:51] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 18:26:51] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 18:26:51] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:26:51] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:26:51] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:26:51] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:26:51] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:26:51] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:26:51] Client at 65.65.237.53: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:26:52] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:26:52] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:26:52] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:26:52] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:26:52] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:26:52] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:26:52] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:32:11] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 18:32:11] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 18:32:12] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:32:13] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:32:13] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:32:14] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:32:14] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:32:15] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:32:15] Client at 65.65.94.53: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:32:16] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:32:16] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:32:17] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:32:17] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:32:18] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:32:18] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:32:19] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:35:00] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 18:35:01] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 18:35:03] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:35:04] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:35:05] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:35:05] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:35:06] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:35:07] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:35:09] Client at 65.65.94.53: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:35:10] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:35:11] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:35:12] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:35:13] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:35:14] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:35:15] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:35:16] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:37:54] Client at 65.4.160.117: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 18:37:55] Client at 65.4.160.117: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 18:37:55] Client at 65.4.160.117: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:37:56] Client at 65.4.160.117: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:37:56] Client at 65.4.160.117: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:37:57] Client at 65.4.160.117: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:37:57] Client at 65.4.160.117: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:37:58] Client at 65.4.160.117: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:37:58] Client at 65.4.160.117: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:37:59] Client at 65.4.160.117: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:37:59] Client at 65.4.160.117: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:38:00] Client at 65.4.160.117: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:38:00] Client at 65.4.160.117: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:38:01] Client at 65.4.160.117: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:38:01] Client at 65.4.160.117: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:38:05] Client at 65.4.160.117: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:56:52] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 18:56:52] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 18:56:52] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:56:52] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:56:52] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:56:52] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:56:53] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:56:53] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:56:53] Client at 65.65.166.225: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:56:53] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:56:53] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:56:53] Client at 65.65.166.225: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:56:54] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:56:54] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:56:54] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 18:56:54] Client at 65.65.166.225: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:29:33] Client at 65.32.113.240: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 22:29:33] Client at 65.32.113.240: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 22:29:34] Client at 65.32.113.240: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:29:34] Client at 65.32.113.240: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:29:34] Client at 65.32.113.240: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:29:34] Client at 65.32.113.240: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:29:34] Client at 65.32.113.240: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:29:34] Client at 65.32.113.240: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:29:35] Client at 65.32.113.240: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:29:35] Client at 65.32.113.240: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:29:35] Client at 65.32.113.240: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:29:35] Client at 65.32.113.240: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:29:36] Client at 65.32.113.240: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:29:36] Client at 65.32.113.240: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:29:36] Client at 65.32.113.240: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:29:36] Client at 65.32.113.240: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:37:40] Client at 65.11.166.37: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 22:37:45] Client at 65.11.166.37: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 22:37:46] Client at 65.11.166.37: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
